gt_feature_id,doc_id,source
FullRebuild,fed_13,amrani_matrix
Implicit,fed_13,amrani_matrix
Links_Typology,fed_13,amrani_matrix
Manual_Trigger,fed_13,amrani_matrix
Meta_model,fed_13,amrani_matrix
Model,fed_13,amrani_matrix
OnLinks,fed_13,amrani_matrix
UnifiedTransformationManagement,fed_13,amrani_matrix
XMI_XML,fed_13,amrani_matrix
X_Domain,fed_13,amrani_matrix
Binary,fed_14,amrani_matrix
Content,fed_14,amrani_matrix
Decomposable,fed_14,amrani_matrix
Explicit,fed_14,amrani_matrix
Formalism_Agnostic,fed_14,amrani_matrix
Incremental,fed_14,amrani_matrix
Links_Typology,fed_14,amrani_matrix
Model,fed_14,amrani_matrix
OnLinks,fed_14,amrani_matrix
Persistence,fed_14,amrani_matrix
Reactive_Trigger,fed_14,amrani_matrix
Synchronise,fed_14,amrani_matrix
Content,fed_15,amrani_matrix
Formalism_Agnostic,fed_15,amrani_matrix
Implicit,fed_15,amrani_matrix
Incremental,fed_15,amrani_matrix
Links_Typology,fed_15,amrani_matrix
Manual_Trigger,fed_15,amrani_matrix
N_ary,fed_15,amrani_matrix
OnLinks,fed_15,amrani_matrix
Persistence,fed_15,amrani_matrix
Reactive_Trigger,fed_15,amrani_matrix
X_Domain,fed_15,amrani_matrix
Binary,fed_16,amrani_matrix
Content,fed_16,amrani_matrix
Explicit,fed_16,amrani_matrix
External,fed_16,amrani_matrix
Formalism_Agnostic,fed_16,amrani_matrix
FullRebuild,fed_16,amrani_matrix
Manual_Trigger,fed_16,amrani_matrix
Meta_model,fed_16,amrani_matrix
Serialisation_Agnostic,fed_16,amrani_matrix
Traceability,fed_16,amrani_matrix
X_Domain,fed_16,amrani_matrix
Content,fed_17,amrani_matrix
Decomposable,fed_17,amrani_matrix
Explicit,fed_17,amrani_matrix
External,fed_17,amrani_matrix
Formalism_Agnostic,fed_17,amrani_matrix
Meta_model,fed_17,amrani_matrix
Model,fed_17,amrani_matrix
N_ary,fed_17,amrani_matrix
X_Domain,fed_17,amrani_matrix
CPS_Domain,fed_18,amrani_matrix
Explicit,fed_18,amrani_matrix
Incremental,fed_18,amrani_matrix
Meta_model,fed_18,amrani_matrix
Model,fed_18,amrani_matrix
ModelConsistencyChecking_Repair,fed_18,amrani_matrix
N_ary,fed_18,amrani_matrix
OnLinks,fed_18,amrani_matrix
Persistence,fed_18,amrani_matrix
Reactive_Trigger,fed_18,amrani_matrix
Binary,fed_19,amrani_matrix
Decomposable,fed_19,amrani_matrix
Explicit,fed_19,amrani_matrix
Formalism_Agnostic,fed_19,amrani_matrix
InFederation,fed_19,amrani_matrix
Incremental,fed_19,amrani_matrix
Manual_Trigger,fed_19,amrani_matrix
Meta_model,fed_19,amrani_matrix
Model,fed_19,amrani_matrix
OnLinks,fed_19,amrani_matrix
Reactive_Trigger,fed_19,amrani_matrix
X_Domain,fed_19,amrani_matrix
Ecore,fed_20,amrani_matrix
Explicit,fed_20,amrani_matrix
Formalism_Agnostic,fed_20,amrani_matrix
Meta_model,fed_20,amrani_matrix
N_ary,fed_20,amrani_matrix
Reference,fed_20,amrani_matrix
X_Domain,fed_20,amrani_matrix
Binary,fed_21,amrani_matrix
Content,fed_21,amrani_matrix
Decomposable,fed_21,amrani_matrix
Formalism_Agnostic,fed_21,amrani_matrix
Implicit,fed_21,amrani_matrix
Incremental,fed_21,amrani_matrix
Links_Typology,fed_21,amrani_matrix
Meta_model,fed_21,amrani_matrix
ModelComposition,fed_21,amrani_matrix
ModelConsistencyChecking_Repair,fed_21,amrani_matrix
OnLinks,fed_21,amrani_matrix
Persistence,fed_21,amrani_matrix
Reactive_Trigger,fed_21,amrani_matrix
Traceability,fed_21,amrani_matrix
External,fed_22,amrani_matrix
Implicit,fed_22,amrani_matrix
Model,fed_22,amrani_matrix
N_ary,fed_22,amrani_matrix
Reactive_Trigger,fed_22,amrani_matrix
Reference,fed_22,amrani_matrix
Traceability,fed_22,amrani_matrix
Binary,fed_23,amrani_matrix
Content,fed_23,amrani_matrix
Formalism_Agnostic,fed_23,amrani_matrix
X_Domain,fed_23,amrani_matrix
