gt_feature_id,doc_id,source
Consistency_Improving,rep_04,macedo_reconstructed
Customizable,rep_04,macedo_reconstructed
Inter_model,rep_04,macedo_reconstructed
Logical,rep_04,macedo_reconstructed
Meta_model_Independent,rep_04,macedo_reconstructed
Multi_model,rep_04,macedo_reconstructed
Multiple_Repairs,rep_04,macedo_reconstructed
Object_oriented,rep_04,macedo_reconstructed
Pre_defined,rep_04,macedo_reconstructed
Repair_Hints,rep_04,macedo_reconstructed
Rule_based,rep_04,macedo_reconstructed
Stability,rep_04,macedo_reconstructed
State_based,rep_04,macedo_reconstructed
Totality,rep_04,macedo_reconstructed
User,rep_04,macedo_reconstructed
Violations,rep_04,macedo_reconstructed
Checkonly,rep_05,macedo_reconstructed
Composite,rep_05,macedo_reconstructed
Concrete,rep_05,macedo_reconstructed
Consistency_Improving,rep_05,macedo_reconstructed
Constraint_Priorities,rep_05,macedo_reconstructed
Distinguished,rep_05,macedo_reconstructed
EMF,rep_05,macedo_reconstructed
Fixed,rep_05,macedo_reconstructed
Hard_Coded,rep_05,macedo_reconstructed
Inter_model,rep_05,macedo_reconstructed
Logical,rep_05,macedo_reconstructed
MDA,rep_05,macedo_reconstructed
Multi_model,rep_05,macedo_reconstructed
Multiple_Repairs,rep_05,macedo_reconstructed
Object_oriented,rep_05,macedo_reconstructed
Operation_based,rep_05,macedo_reconstructed
Pre_defined,rep_05,macedo_reconstructed
Repair_Action,rep_05,macedo_reconstructed
Rule_based,rep_05,macedo_reconstructed
Stability,rep_05,macedo_reconstructed
State_based,rep_05,macedo_reconstructed
Violations,rep_05,macedo_reconstructed
Abstract,rep_06,macedo_reconstructed
Checkonly,rep_06,macedo_reconstructed
Composite,rep_06,macedo_reconstructed
Concrete,rep_06,macedo_reconstructed
Customizable,rep_06,macedo_reconstructed
Distinguished,rep_06,macedo_reconstructed
Intra_model,rep_06,macedo_reconstructed
Logical,rep_06,macedo_reconstructed
Multiple_Repairs,rep_06,macedo_reconstructed
Opaque,rep_06,macedo_reconstructed
Operation_based,rep_06,macedo_reconstructed
Repair_Plan,rep_06,macedo_reconstructed
Stability,rep_06,macedo_reconstructed
State_based,rep_06,macedo_reconstructed
Totality,rep_06,macedo_reconstructed
User,rep_06,macedo_reconstructed
Violations,rep_06,macedo_reconstructed
XML,rep_06,macedo_reconstructed
Checkonly,rep_07,macedo_reconstructed
Concrete,rep_07,macedo_reconstructed
Consistency_Improving,rep_07,macedo_reconstructed
Customizable,rep_07,macedo_reconstructed
Distinguished,rep_07,macedo_reconstructed
Intra_model,rep_07,macedo_reconstructed
Least_change,rep_07,macedo_reconstructed
Logical,rep_07,macedo_reconstructed
Meta_model_Independent,rep_07,macedo_reconstructed
Multiple_Repairs,rep_07,macedo_reconstructed
Off_the_shelf_Solver,rep_07,macedo_reconstructed
Pre_defined,rep_07,macedo_reconstructed
Rule_based,rep_07,macedo_reconstructed
Search_based,rep_07,macedo_reconstructed
Stability,rep_07,macedo_reconstructed
State_based,rep_07,macedo_reconstructed
Totality,rep_07,macedo_reconstructed
User,rep_07,macedo_reconstructed
Violations,rep_07,macedo_reconstructed
Abstract,rep_08,macedo_reconstructed
Bounded,rep_08,macedo_reconstructed
Checkonly,rep_08,macedo_reconstructed
Consistency_Improving,rep_08,macedo_reconstructed
Delta_based,rep_08,macedo_reconstructed
Edit_Operations,rep_08,macedo_reconstructed
Fixed,rep_08,macedo_reconstructed
Goal,rep_08,macedo_reconstructed
Hard_Coded,rep_08,macedo_reconstructed
History,rep_08,macedo_reconstructed
Intra_model,rep_08,macedo_reconstructed
Logical,rep_08,macedo_reconstructed
Opaque,rep_08,macedo_reconstructed
Operation_based,rep_08,macedo_reconstructed
Repair_Plan,rep_08,macedo_reconstructed
Rule_based,rep_08,macedo_reconstructed
Search_based,rep_08,macedo_reconstructed
Single_Repair,rep_08,macedo_reconstructed
Stability,rep_08,macedo_reconstructed
Bounded,rep_09,macedo_reconstructed
Composite,rep_09,macedo_reconstructed
Concrete,rep_09,macedo_reconstructed
Consistency_Improving,rep_09,macedo_reconstructed
Delta_based,rep_09,macedo_reconstructed
Fixed,rep_09,macedo_reconstructed
Hard_Coded,rep_09,macedo_reconstructed
Intra_model,rep_09,macedo_reconstructed
Logical,rep_09,macedo_reconstructed
Multiple_Repairs,rep_09,macedo_reconstructed
Object_oriented,rep_09,macedo_reconstructed
Opaque,rep_09,macedo_reconstructed
Operation_based,rep_09,macedo_reconstructed
Other,rep_09,macedo_reconstructed
Repair_Action,rep_09,macedo_reconstructed
Rule_based,rep_09,macedo_reconstructed
Stability,rep_09,macedo_reconstructed
Violations,rep_09,macedo_reconstructed
Area_Selection,rep_10,macedo_reconstructed
Concrete,rep_10,macedo_reconstructed
Controlled_Update,rep_10,macedo_reconstructed
Generative,rep_10,macedo_reconstructed
Graph,rep_10,macedo_reconstructed
History,rep_10,macedo_reconstructed
Interactive,rep_10,macedo_reconstructed
Meta_model_Independent,rep_10,macedo_reconstructed
Multi_model,rep_10,macedo_reconstructed
Other,rep_10,macedo_reconstructed
Pairwise,rep_10,macedo_reconstructed
Pattern_Matching,rep_10,macedo_reconstructed
Pre_state,rep_10,macedo_reconstructed
Rule_based,rep_10,macedo_reconstructed
Single_Repair,rep_10,macedo_reconstructed
Stability,rep_10,macedo_reconstructed
Totality,rep_10,macedo_reconstructed
Traceability,rep_10,macedo_reconstructed
User,rep_10,macedo_reconstructed
Violations,rep_10,macedo_reconstructed
Composite,rep_11,macedo_reconstructed
Concrete,rep_11,macedo_reconstructed
Consistency_Improving,rep_11,macedo_reconstructed
EMF,rep_11,macedo_reconstructed
Fixed,rep_11,macedo_reconstructed
Graph,rep_11,macedo_reconstructed
Hard_Coded,rep_11,macedo_reconstructed
Intra_model,rep_11,macedo_reconstructed
MDA,rep_11,macedo_reconstructed
Multiple_Repairs,rep_11,macedo_reconstructed
Opaque,rep_11,macedo_reconstructed
Operation_based,rep_11,macedo_reconstructed
Repair_Action,rep_11,macedo_reconstructed
Repair_Hints,rep_11,macedo_reconstructed
Rule_based,rep_11,macedo_reconstructed
Stability,rep_11,macedo_reconstructed
State_based,rep_11,macedo_reconstructed
Totality,rep_11,macedo_reconstructed
Violations,rep_11,macedo_reconstructed
Area_Selection,rep_12,macedo_reconstructed
Boolean,rep_12,macedo_reconstructed
Checkonly,rep_12,macedo_reconstructed
Concrete,rep_12,macedo_reconstructed
Fixed,rep_12,macedo_reconstructed
Inter_model,rep_12,macedo_reconstructed
Meta_model_Independent,rep_12,macedo_reconstructed
Multi_model,rep_12,macedo_reconstructed
Opaque,rep_12,macedo_reconstructed
Other,rep_12,macedo_reconstructed
Pairwise,rep_12,macedo_reconstructed
Pre_state,rep_12,macedo_reconstructed
Single_Repair,rep_12,macedo_reconstructed
Stability,rep_12,macedo_reconstructed
State_based,rep_12,macedo_reconstructed
User,rep_12,macedo_reconstructed
Abstract,rep_13,macedo_reconstructed
Checkonly,rep_13,macedo_reconstructed
Composite,rep_13,macedo_reconstructed
Concrete,rep_13,macedo_reconstructed
Edit_Operations,rep_13,macedo_reconstructed
Hard_Coded,rep_13,macedo_reconstructed
Multi_model,rep_13,macedo_reconstructed
Multiple_Repairs,rep_13,macedo_reconstructed
Opaque,rep_13,macedo_reconstructed
Other,rep_13,macedo_reconstructed
Repair_Action,rep_13,macedo_reconstructed
Stability,rep_13,macedo_reconstructed
Totality,rep_13,macedo_reconstructed
Traceability,rep_13,macedo_reconstructed
Violations,rep_13,macedo_reconstructed
Area_Selection,rep_14,macedo_reconstructed
Concrete,rep_14,macedo_reconstructed
Controlled_Update,rep_14,macedo_reconstructed
Delta_based,rep_14,macedo_reconstructed
Fixed,rep_14,macedo_reconstructed
Generative,rep_14,macedo_reconstructed
Graph,rep_14,macedo_reconstructed
History,rep_14,macedo_reconstructed
Inter_model,rep_14,macedo_reconstructed
Meta_model_Independent,rep_14,macedo_reconstructed
Multi_model,rep_14,macedo_reconstructed
Opaque,rep_14,macedo_reconstructed
Pairwise,rep_14,macedo_reconstructed
Pattern_Matching,rep_14,macedo_reconstructed
Pre_state,rep_14,macedo_reconstructed
Rule_based,rep_14,macedo_reconstructed
Single_Repair,rep_14,macedo_reconstructed
Stability,rep_14,macedo_reconstructed
Totality,rep_14,macedo_reconstructed
Traceability,rep_14,macedo_reconstructed
User,rep_14,macedo_reconstructed
Checkonly,rep_15,macedo_reconstructed
Composite,rep_15,macedo_reconstructed
Concrete,rep_15,macedo_reconstructed
Distinguished,rep_15,macedo_reconstructed
EMF,rep_15,macedo_reconstructed
Fixed,rep_15,macedo_reconstructed
Hard_Coded,rep_15,macedo_reconstructed
Inter_model,rep_15,macedo_reconstructed
Intra_model,rep_15,macedo_reconstructed
Logical,rep_15,macedo_reconstructed
MDA,rep_15,macedo_reconstructed
Multi_model,rep_15,macedo_reconstructed
Opaque,rep_15,macedo_reconstructed
Pre_state,rep_15,macedo_reconstructed
Repair_Hints,rep_15,macedo_reconstructed
Rule_based,rep_15,macedo_reconstructed
Single_Repair,rep_15,macedo_reconstructed
Stability,rep_15,macedo_reconstructed
State_based,rep_15,macedo_reconstructed
Violations,rep_15,macedo_reconstructed
Area_Selection,rep_16,macedo_reconstructed
Controlled_Update,rep_16,macedo_reconstructed
Delta_based,rep_16,macedo_reconstructed
Fixed,rep_16,macedo_reconstructed
Fully_Consistent,rep_16,macedo_reconstructed
Inter_model,rep_16,macedo_reconstructed
Logical,rep_16,macedo_reconstructed
Meta_model_Independent,rep_16,macedo_reconstructed
Multi_model,rep_16,macedo_reconstructed
Multiple_Repairs,rep_16,macedo_reconstructed
Opaque,rep_16,macedo_reconstructed
Operation_based,rep_16,macedo_reconstructed
Other,rep_16,macedo_reconstructed
Pairwise,rep_16,macedo_reconstructed
Repair_Plan,rep_16,macedo_reconstructed
Search_based,rep_16,macedo_reconstructed
Traceability,rep_16,macedo_reconstructed
User,rep_16,macedo_reconstructed
Area_Selection,rep_17,macedo_reconstructed
Composite,rep_17,macedo_reconstructed
Concrete,rep_17,macedo_reconstructed
Consistency_Improving,rep_17,macedo_reconstructed
Controlled_Update,rep_17,macedo_reconstructed
Customizable,rep_17,macedo_reconstructed
Delta_based,rep_17,macedo_reconstructed
Graph,rep_17,macedo_reconstructed
Inter_model,rep_17,macedo_reconstructed
Meta_model_Independent,rep_17,macedo_reconstructed
Multi_model,rep_17,macedo_reconstructed
Opaque,rep_17,macedo_reconstructed
Pairwise,rep_17,macedo_reconstructed
Pattern_Matching,rep_17,macedo_reconstructed
Pre_state,rep_17,macedo_reconstructed
Repair_Hints,rep_17,macedo_reconstructed
Rule_based,rep_17,macedo_reconstructed
Single_Repair,rep_17,macedo_reconstructed
Totality,rep_17,macedo_reconstructed
Traceability,rep_17,macedo_reconstructed
User,rep_17,macedo_reconstructed
Violations,rep_17,macedo_reconstructed
Area_Selection,rep_18,macedo_reconstructed
Concrete,rep_18,macedo_reconstructed
Consistency_Improving,rep_18,macedo_reconstructed
Fixed,rep_18,macedo_reconstructed
Generative,rep_18,macedo_reconstructed
Graph,rep_18,macedo_reconstructed
History,rep_18,macedo_reconstructed
Inter_model,rep_18,macedo_reconstructed
Logical,rep_18,macedo_reconstructed
Meta_model_Independent,rep_18,macedo_reconstructed
Multi_model,rep_18,macedo_reconstructed
Opaque,rep_18,macedo_reconstructed
Other,rep_18,macedo_reconstructed
Pairwise,rep_18,macedo_reconstructed
Pattern_Matching,rep_18,macedo_reconstructed
Rule_based,rep_18,macedo_reconstructed
Single_Repair,rep_18,macedo_reconstructed
Stability,rep_18,macedo_reconstructed
State_based,rep_18,macedo_reconstructed
Traceability,rep_18,macedo_reconstructed
User,rep_18,macedo_reconstructed
Violations,rep_18,macedo_reconstructed
Concrete,rep_19,macedo_reconstructed
EMF,rep_19,macedo_reconstructed
Hard_Coded,rep_19,macedo_reconstructed
Intra_model,rep_19,macedo_reconstructed
Logical,rep_19,macedo_reconstructed
MDA,rep_19,macedo_reconstructed
Multiple_Repairs,rep_19,macedo_reconstructed
Off_the_shelf_Solver,rep_19,macedo_reconstructed
Opaque,rep_19,macedo_reconstructed
Stability,rep_19,macedo_reconstructed
State_based,rep_19,macedo_reconstructed
Violations,rep_19,macedo_reconstructed
Area_Selection,rep_20,macedo_reconstructed
Boolean,rep_20,macedo_reconstructed
Concrete,rep_20,macedo_reconstructed
Controlled_Update,rep_20,macedo_reconstructed
Graph,rep_20,macedo_reconstructed
Multi_model,rep_20,macedo_reconstructed
Opaque,rep_20,macedo_reconstructed
Other,rep_20,macedo_reconstructed
Pairwise,rep_20,macedo_reconstructed
Single_Repair,rep_20,macedo_reconstructed
Stability,rep_20,macedo_reconstructed
State_based,rep_20,macedo_reconstructed
User,rep_20,macedo_reconstructed
Concrete,rep_21,macedo_reconstructed
Fixed,rep_21,macedo_reconstructed
Generative,rep_21,macedo_reconstructed
Graph,rep_21,macedo_reconstructed
Interactive,rep_21,macedo_reconstructed
Meta_model_Independent,rep_21,macedo_reconstructed
Multi_model,rep_21,macedo_reconstructed
Multiple_Repairs,rep_21,macedo_reconstructed
Other,rep_21,macedo_reconstructed
Pairwise,rep_21,macedo_reconstructed
Pattern_Matching,rep_21,macedo_reconstructed
Pre_state,rep_21,macedo_reconstructed
Rule_based,rep_21,macedo_reconstructed
Totality,rep_21,macedo_reconstructed
Traceability,rep_21,macedo_reconstructed
User,rep_21,macedo_reconstructed
Violations,rep_21,macedo_reconstructed
Area_Selection,rep_22,macedo_reconstructed
Concrete,rep_22,macedo_reconstructed
Controlled_Update,rep_22,macedo_reconstructed
Generative,rep_22,macedo_reconstructed
Graph,rep_22,macedo_reconstructed
History,rep_22,macedo_reconstructed
Meta_model_Independent,rep_22,macedo_reconstructed
Multi_model,rep_22,macedo_reconstructed
Other,rep_22,macedo_reconstructed
Pairwise,rep_22,macedo_reconstructed
Pattern_Matching,rep_22,macedo_reconstructed
Pre_state,rep_22,macedo_reconstructed
Rule_based,rep_22,macedo_reconstructed
Single_Repair,rep_22,macedo_reconstructed
Stability,rep_22,macedo_reconstructed
Totality,rep_22,macedo_reconstructed
Traceability,rep_22,macedo_reconstructed
User,rep_22,macedo_reconstructed
Violations,rep_22,macedo_reconstructed
Boolean,rep_23,macedo_reconstructed
Bounded,rep_23,macedo_reconstructed
Concrete,rep_23,macedo_reconstructed
Fixed,rep_23,macedo_reconstructed
Fully_Consistent,rep_23,macedo_reconstructed
Intra_model,rep_23,macedo_reconstructed
Logical,rep_23,macedo_reconstructed
Meta_model_Independent,rep_23,macedo_reconstructed
Multiple_Repairs,rep_23,macedo_reconstructed
Off_the_shelf_Solver,rep_23,macedo_reconstructed
Other,rep_23,macedo_reconstructed
Pre_defined,rep_23,macedo_reconstructed
Search_based,rep_23,macedo_reconstructed
Stability,rep_23,macedo_reconstructed
State_based,rep_23,macedo_reconstructed
Totality,rep_23,macedo_reconstructed
User,rep_23,macedo_reconstructed
Area_Selection,rep_24,macedo_reconstructed
Concrete,rep_24,macedo_reconstructed
Fixed,rep_24,macedo_reconstructed
Inter_model,rep_24,macedo_reconstructed
Meta_model_Independent,rep_24,macedo_reconstructed
Multi_model,rep_24,macedo_reconstructed
Object_oriented,rep_24,macedo_reconstructed
Other,rep_24,macedo_reconstructed
Pairwise,rep_24,macedo_reconstructed
Single_Repair,rep_24,macedo_reconstructed
State_based,rep_24,macedo_reconstructed
Traceability,rep_24,macedo_reconstructed
User,rep_24,macedo_reconstructed
Violations,rep_24,macedo_reconstructed
Composite,rep_25,macedo_reconstructed
Fixed,rep_25,macedo_reconstructed
Hard_Coded,rep_25,macedo_reconstructed
History,rep_25,macedo_reconstructed
Inter_model,rep_25,macedo_reconstructed
Logical,rep_25,macedo_reconstructed
Multi_model,rep_25,macedo_reconstructed
Opaque,rep_25,macedo_reconstructed
Operation_based,rep_25,macedo_reconstructed
Other,rep_25,macedo_reconstructed
Repair_Action,rep_25,macedo_reconstructed
Repair_Hints,rep_25,macedo_reconstructed
Rule_based,rep_25,macedo_reconstructed
Stability,rep_25,macedo_reconstructed
State_based,rep_25,macedo_reconstructed
Totality,rep_25,macedo_reconstructed
Violations,rep_25,macedo_reconstructed
Abstract,rep_26,macedo_reconstructed
Checkonly,rep_26,macedo_reconstructed
Composite,rep_26,macedo_reconstructed
Concrete,rep_26,macedo_reconstructed
Delta_based,rep_26,macedo_reconstructed
Distinguished,rep_26,macedo_reconstructed
Edit_Operations,rep_26,macedo_reconstructed
Fixed,rep_26,macedo_reconstructed
Hard_Coded,rep_26,macedo_reconstructed
History,rep_26,macedo_reconstructed
Inter_model,rep_26,macedo_reconstructed
Multi_model,rep_26,macedo_reconstructed
Multiple_Repairs,rep_26,macedo_reconstructed
Object_oriented,rep_26,macedo_reconstructed
Opaque,rep_26,macedo_reconstructed
Operation_based,rep_26,macedo_reconstructed
Other,rep_26,macedo_reconstructed
Repair_Action,rep_26,macedo_reconstructed
Rule_based,rep_26,macedo_reconstructed
Stability,rep_26,macedo_reconstructed
Violations,rep_26,macedo_reconstructed
Area_Selection,rep_27,macedo_reconstructed
Boolean,rep_27,macedo_reconstructed
Checkonly,rep_27,macedo_reconstructed
Concrete,rep_27,macedo_reconstructed
Consistency_Relation,rep_27,macedo_reconstructed
Controlled_Update,rep_27,macedo_reconstructed
Delta_based,rep_27,macedo_reconstructed
EMF,rep_27,macedo_reconstructed
Edit_Operations,rep_27,macedo_reconstructed
Fixed,rep_27,macedo_reconstructed
Fully_Consistent,rep_27,macedo_reconstructed
Inter_model,rep_27,macedo_reconstructed
MDA,rep_27,macedo_reconstructed
Meta_model_Independent,rep_27,macedo_reconstructed
Multi_model,rep_27,macedo_reconstructed
Object_oriented,rep_27,macedo_reconstructed
Opaque,rep_27,macedo_reconstructed
Operation_based,rep_27,macedo_reconstructed
Pairwise,rep_27,macedo_reconstructed
Pre_state,rep_27,macedo_reconstructed
Repair_Plan,rep_27,macedo_reconstructed
Single_Repair,rep_27,macedo_reconstructed
Stability,rep_27,macedo_reconstructed
Traceability,rep_27,macedo_reconstructed
User,rep_27,macedo_reconstructed
Abstract,rep_28,macedo_reconstructed
Checkonly,rep_28,macedo_reconstructed
Controlled_Update,rep_28,macedo_reconstructed
Delta_based,rep_28,macedo_reconstructed
Fixed,rep_28,macedo_reconstructed
Hard_Coded,rep_28,macedo_reconstructed
Inter_model,rep_28,macedo_reconstructed
Multi_model,rep_28,macedo_reconstructed
Object_oriented,rep_28,macedo_reconstructed
Other,rep_28,macedo_reconstructed
Pairwise,rep_28,macedo_reconstructed
Pre_defined,rep_28,macedo_reconstructed
Pre_state,rep_28,macedo_reconstructed
Rule_based,rep_28,macedo_reconstructed
Single_Repair,rep_28,macedo_reconstructed
Stability,rep_28,macedo_reconstructed
Totality,rep_28,macedo_reconstructed
Traceability,rep_28,macedo_reconstructed
Violations,rep_28,macedo_reconstructed
Abstract,rep_29,macedo_reconstructed
Checkonly,rep_29,macedo_reconstructed
Composite,rep_29,macedo_reconstructed
Distinguished,rep_29,macedo_reconstructed
Fixed,rep_29,macedo_reconstructed
Hard_Coded,rep_29,macedo_reconstructed
Intra_model,rep_29,macedo_reconstructed
Logical,rep_29,macedo_reconstructed
Multiple_Repairs,rep_29,macedo_reconstructed
Operation_based,rep_29,macedo_reconstructed
Other,rep_29,macedo_reconstructed
Pre_defined,rep_29,macedo_reconstructed
Repair_Action,rep_29,macedo_reconstructed
Repair_Hints,rep_29,macedo_reconstructed
Rule_based,rep_29,macedo_reconstructed
State_based,rep_29,macedo_reconstructed
Violations,rep_29,macedo_reconstructed
Checkonly,rep_30,macedo_reconstructed
Composite,rep_30,macedo_reconstructed
Concrete,rep_30,macedo_reconstructed
Distinguished,rep_30,macedo_reconstructed
Fixed,rep_30,macedo_reconstructed
Hard_Coded,rep_30,macedo_reconstructed
History,rep_30,macedo_reconstructed
Inter_model,rep_30,macedo_reconstructed
Least_change,rep_30,macedo_reconstructed
Multi_model,rep_30,macedo_reconstructed
Multiple_Repairs,rep_30,macedo_reconstructed
Opaque,rep_30,macedo_reconstructed
Operation_based,rep_30,macedo_reconstructed
Repair_Hints,rep_30,macedo_reconstructed
Repair_Plan,rep_30,macedo_reconstructed
Stability,rep_30,macedo_reconstructed
State_based,rep_30,macedo_reconstructed
Totality,rep_30,macedo_reconstructed
Violations,rep_30,macedo_reconstructed
XML,rep_30,macedo_reconstructed
Checkonly,rep_31,macedo_reconstructed
Composite,rep_31,macedo_reconstructed
Concrete,rep_31,macedo_reconstructed
Consistency_Improving,rep_31,macedo_reconstructed
Customizable,rep_31,macedo_reconstructed
Graph,rep_31,macedo_reconstructed
Intra_model,rep_31,macedo_reconstructed
Meta_model_Independent,rep_31,macedo_reconstructed
Multiple_Repairs,rep_31,macedo_reconstructed
Number,rep_31,macedo_reconstructed
Other,rep_31,macedo_reconstructed
Pattern_Matching,rep_31,macedo_reconstructed
Pre_defined,rep_31,macedo_reconstructed
Stability,rep_31,macedo_reconstructed
State_based,rep_31,macedo_reconstructed
User,rep_31,macedo_reconstructed
Violations,rep_31,macedo_reconstructed
Checkonly,rep_32,macedo_reconstructed
Concrete,rep_32,macedo_reconstructed
Distinguished,rep_32,macedo_reconstructed
EMF,rep_32,macedo_reconstructed
Fixed,rep_32,macedo_reconstructed
Fully_Consistent,rep_32,macedo_reconstructed
Intra_model,rep_32,macedo_reconstructed
Logical,rep_32,macedo_reconstructed
MDA,rep_32,macedo_reconstructed
Multiple_Repairs,rep_32,macedo_reconstructed
Object_oriented,rep_32,macedo_reconstructed
Operation_based,rep_32,macedo_reconstructed
Pre_defined,rep_32,macedo_reconstructed
Repair_Plan,rep_32,macedo_reconstructed
Stability,rep_32,macedo_reconstructed
State_based,rep_32,macedo_reconstructed
Totality,rep_32,macedo_reconstructed
User,rep_32,macedo_reconstructed
Violations,rep_32,macedo_reconstructed
Area_Selection,rep_33,macedo_reconstructed
Checkonly,rep_33,macedo_reconstructed
Concrete,rep_33,macedo_reconstructed
Consistency_Relation,rep_33,macedo_reconstructed
Controlled_Update,rep_33,macedo_reconstructed
Customizable,rep_33,macedo_reconstructed
EMF,rep_33,macedo_reconstructed
Edit_Operations,rep_33,macedo_reconstructed
Graph,rep_33,macedo_reconstructed
Interactive,rep_33,macedo_reconstructed
MDA,rep_33,macedo_reconstructed
Meta_model_Independent,rep_33,macedo_reconstructed
Multi_model,rep_33,macedo_reconstructed
Opaque,rep_33,macedo_reconstructed
Pairwise,rep_33,macedo_reconstructed
Pre_state,rep_33,macedo_reconstructed
Repair_Hints,rep_33,macedo_reconstructed
Rule_based,rep_33,macedo_reconstructed
Single_Repair,rep_33,macedo_reconstructed
State_based,rep_33,macedo_reconstructed
Traceability,rep_33,macedo_reconstructed
User,rep_33,macedo_reconstructed
Violations,rep_33,macedo_reconstructed
Checkonly,rep_34,macedo_reconstructed
Composite,rep_34,macedo_reconstructed
Concrete,rep_34,macedo_reconstructed
Consistency_Improving,rep_34,macedo_reconstructed
Customizable,rep_34,macedo_reconstructed
Edit_Operations,rep_34,macedo_reconstructed
Generative,rep_34,macedo_reconstructed
Graph,rep_34,macedo_reconstructed
Intra_model,rep_34,macedo_reconstructed
MDA,rep_34,macedo_reconstructed
Opaque,rep_34,macedo_reconstructed
Pattern_Matching,rep_34,macedo_reconstructed
Repair_Hints,rep_34,macedo_reconstructed
Stability,rep_34,macedo_reconstructed
User,rep_34,macedo_reconstructed
Violations,rep_34,macedo_reconstructed
Bounded,rep_35,macedo_reconstructed
Checkonly,rep_35,macedo_reconstructed
Composite,rep_35,macedo_reconstructed
Concrete,rep_35,macedo_reconstructed
Distinguished,rep_35,macedo_reconstructed
Fixed,rep_35,macedo_reconstructed
Intra_model,rep_35,macedo_reconstructed
Logical,rep_35,macedo_reconstructed
Meta_model_Independent,rep_35,macedo_reconstructed
Multiple_Repairs,rep_35,macedo_reconstructed
Opaque,rep_35,macedo_reconstructed
Operation_based,rep_35,macedo_reconstructed
Other,rep_35,macedo_reconstructed
Repair_Plan,rep_35,macedo_reconstructed
Search_based,rep_35,macedo_reconstructed
Stability,rep_35,macedo_reconstructed
State_based,rep_35,macedo_reconstructed
Totality,rep_35,macedo_reconstructed
User,rep_35,macedo_reconstructed
Violations,rep_35,macedo_reconstructed
Well_behaved,rep_35,macedo_reconstructed
Concrete,rep_36,macedo_reconstructed
Controlled_Update,rep_36,macedo_reconstructed
Customizable,rep_36,macedo_reconstructed
Inter_model,rep_36,macedo_reconstructed
Meta_model_Independent,rep_36,macedo_reconstructed
Multi_model,rep_36,macedo_reconstructed
Object_oriented,rep_36,macedo_reconstructed
Pairwise,rep_36,macedo_reconstructed
Pre_defined,rep_36,macedo_reconstructed
Repair_Hints,rep_36,macedo_reconstructed
Rule_based,rep_36,macedo_reconstructed
Single_Repair,rep_36,macedo_reconstructed
State_based,rep_36,macedo_reconstructed
User,rep_36,macedo_reconstructed
Abstract,rep_37,macedo_reconstructed
Area_Selection,rep_37,macedo_reconstructed
Checkonly,rep_37,macedo_reconstructed
Composite,rep_37,macedo_reconstructed
Distinguished,rep_37,macedo_reconstructed
Inter_model,rep_37,macedo_reconstructed
Meta_model_Independent,rep_37,macedo_reconstructed
Multi_model,rep_37,macedo_reconstructed
Multiple_Repairs,rep_37,macedo_reconstructed
